"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish National Party (SNP)","theSNP","2021-04-15 12:17:29 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Mental health is one of the most important public health issues facing us today and that is why, even before COVID, we have had made it a priority. 🏥 If re-elected, we'll increase the direct investment into mental health services by at least by at least 25%. #BothVotesSNP",431,75,93,"https://www.facebook.com/77249349077/posts/10159403069239078"
"Scottish National Party (SNP)","theSNP","2021-04-15 12:13:52 CEST","🏥 Our health service is our most cherished public service and we will ensure it is sustainable for the future. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 If re-elected, we’ll implement an NHS Recovery Plan, investing over £2.5 billion in frontline health services. #BothVoteSNP",728,236,216,"https://www.facebook.com/77249349077/posts/10159403062564078"
"Scottish National Party (SNP)","theSNP","2021-04-15 12:05:42 CEST","Nicola Sturgeon launches the SNP's #SP21 manifesto - our vision for a better Scotland",1320,2059,862,"https://www.facebook.com/77249349077/posts/179779283877866"
"Scottish National Party (SNP)","theSNP","2021-04-15 11:18:07 CEST","💻 We’ll establish a National Digital Academy to end the postcode lottery of subject choices, and let people study for their Highers at any time, any place and any age. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP so we can keep delivering for Scotland.",1190,357,280,"https://www.facebook.com/77249349077/posts/10159402992734078"
"Scottish National Party (SNP)","theSNP","2021-04-15 10:52:57 CEST","📮 Postal votes are starting to arrive from today. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",425,151,174,"https://www.facebook.com/77249349077/posts/10159402950994078"
"Scottish National Party (SNP)","theSNP","2021-04-14 17:03:22 CEST","📢 In Government, we are doubling the Scottish Child payment and providing free school meals to every primary school child. ⚠️ The UK government’s priority is robbing children of their rights. 🗳️ On May 6 make it #BothVotesSNP to help make Scotland the best place grow up in.",1830,1197,843,"https://www.facebook.com/77249349077/posts/10159401187249078"
"Scottish National Party (SNP)","theSNP","2021-04-14 14:22:45 CEST","🎸 If re-elected, the SNP will abolish all fees for music and arts education, including instrumental music tuition in schools. 🗳️ Make it #BothVotesSNP on May 6th to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",2213,933,542,"https://www.facebook.com/77249349077/posts/10159400925024078"
"Scottish National Party (SNP)","theSNP","2021-04-14 12:30:54 CEST","🌍 Watch SNP Candidate Màiri McAllan for Clydesdale outline our plan for a greener Scotland. 🚃 A greener, publicly-owned railway 🌊 Green Jobs revolution with our £100m fund 🚌 Free bus travel for under-22s 🚲 Free bikes to every school child who can’t afford one. 🗳 Make it #BothVotesSNP on May 6.",769,395,278,"https://www.facebook.com/77249349077/posts/290693019295140"
"Scottish National Party (SNP)","theSNP","2021-04-14 12:10:23 CEST","🌍 Watch SNP Candidate Màiri McAllan for Clydesdale outline our plan for a greener Scotland. 🚃 A greener, publicly-owned railway 🌊 Green Jobs revolution with our £100m fund 🚌 Free bus travel for under-22s 🚲 Free bikes to every school child who can’t afford one. 🗳 Make it #BothVotesSNP on May 6.",279,96,24,"https://www.facebook.com/77249349077/posts/10159400759564078"
"Scottish National Party (SNP)","theSNP","2021-04-14 10:04:00 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The Scottish Parliament unanimously passed a law to protect children's rights. 🔎 Even the Scottish Tory MSPs backed it. 🤷 But as Boris Johnson decided to take the Scottish Government to court over this, Scottish Tory leader Douglas Ross sides with Boris Johnson. #STVDebate",3445,1276,1909,"https://www.facebook.com/77249349077/posts/10159399842189078"
"Scottish National Party (SNP)","theSNP","2021-04-13 22:28:03 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nicola Sturgeon: “I’m asking you to re-elect me as First Minister so I can steer us back to better times. And then get on with the serious job of rebuilding our economy, recovering our NHS, and getting our young people back on track. "" 🗳 Make #BothVotesSNP on May 6 to put Scotland’s recovery in Scotland’s hands.",952,686,241,"https://www.facebook.com/77249349077/posts/10159399678689078"
"Scottish National Party (SNP)","theSNP","2021-04-13 20:58:02 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nicola Sturgeon: “In asking you to re-elect me as First Minister, I promise you this - continued strong leadership to steer the country through the pandemic and a transformational policy programme to kickstart and drive recovery.” 👇 Watch Nicola Sturgeon outline just some of the transformative policies a re-elected SNP Government will deliver. #stvdebate",1305,236,453,"https://www.facebook.com/77249349077/posts/10159399484204078"
"Scottish National Party (SNP)","theSNP","2021-04-13 12:53:40 CEST","Wishing everyone in the Sikh community here in Scotland and around the world, Happy #Vaisakhi.",1837,675,293,"https://www.facebook.com/77249349077/posts/10159398644699078"
"Scottish National Party (SNP)","theSNP","2021-04-12 23:22:17 CEST","Wishing everyone in the Muslim community here in Scotland and around the world #ramadanmubarak.",608,229,112,"https://www.facebook.com/77249349077/posts/10159397618159078"
"Scottish National Party (SNP)","theSNP","2021-04-12 21:19:56 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The Scottish Parliament unanimously passed a law that enhances and protects children’s rights. 🚨 Now, Boris Johnson’s Tories are challenging it in the UK Supreme Court - because it infringes their ability to legislate/act in ways that breach children’s rights. ⚖️ We’ll see them in court.",1627,1087,3159,"https://www.facebook.com/77249349077/posts/10159397371629078"
"Scottish National Party (SNP)","theSNP","2021-04-09 13:48:41 CEST","We have suspended our election campaign with immediate effect.",1334,1533,158,"https://www.facebook.com/77249349077/posts/10159389644764078"
"Scottish National Party (SNP)","theSNP","2021-04-09 11:19:05 CEST","🗳️ On May 6, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister, secure #indyref2 and put Scotland’s recovery in Scotland’s hands. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Together, we can a create a greener and fairer future with independence.",782,747,254,"https://www.facebook.com/77249349077/posts/10159389449294078"
"Scottish National Party (SNP)","theSNP","2021-04-08 17:45:30 CEST","☮️ Unlike Labour, we will never support wasting billions of pounds on Trident - money that could be spent on tackling poverty, delivering green jobs and building a fairer society. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to secure #indyref2 and say no to nuclear weapons.",1840,1168,621,"https://www.facebook.com/77249349077/posts/10159387720949078"
"Scottish National Party (SNP)","theSNP","2021-04-08 10:33:57 CEST","🍝 If re-elected we will provide free school breakfasts and lunches to every primary school pupil in Scotland, all year round - saving families an estimated £650 a year. 🗳️ Make it #BothVotesSNP on May 6 to put Scotland’s recovery into Scotland’s hands.",2989,2058,1080,"https://www.facebook.com/77249349077/posts/10159387062039078"
"Scottish National Party (SNP)","theSNP","2021-04-07 23:08:11 CEST","📺 Watch the SNP's candidate for Paisley, George Adam MSP, live on tonight's #bbcdn health special. ⏰ Tune in from 10:30pm on the BBC Scotland channel or watch online: https://www.bbc.co.uk/iplayer/live/bbcscotland",365,339,32,"https://www.facebook.com/77249349077/posts/10159386140329078"
"Scottish National Party (SNP)","theSNP","2021-04-07 19:57:18 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nicola Sturgeon has unveiled plans to remobilise Scotland’s NHS. 🏥 Six elective treatment centres are in development, and we’d establish two more. 👩‍⚕️ We’ll boost hospital capacity and invest more in staff. 🗳 Don’t take a chance with our NHS, make it #BothVotesSNP by May 6.",1496,1206,350,"https://www.facebook.com/77249349077/posts/10159385731694078"
"Scottish National Party (SNP)","theSNP","2021-04-07 17:00:23 CEST","📺 WATCH: Nicola Sturgeon's speech on the NHS. 🏥 If re-elected, the SNP will massively increase elective and short-term hospital capacity across Scotland, to help remobilise after COVID. 🗳 Don't take any chances with our NHS in this election. Make it #BothVotesSNP by May 6.",1760,1465,918,"https://www.facebook.com/77249349077/posts/460645352055729"
"Scottish National Party (SNP)","theSNP","2021-04-07 16:26:48 CEST","📺 WATCH: Nicola Sturgeon's speech on the NHS. 🏥 If re-elected, the SNP will massively increase elective and short-term hospital capacity across Scotland, to help remobilise after COVID. 🗳 Don't take any chances with our NHS in this election. Make it #BothVotesSNP by May 6.",1017,614,128,"https://www.facebook.com/77249349077/posts/10159385338869078"
"Scottish National Party (SNP)","theSNP","2021-04-07 13:44:55 CEST","🗳️ On May 6, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister, secure #indyref2 and put Scotland’s recovery in Scotland’s hands. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Together, we can a create a greener and fairer future with independence.",800,508,286,"https://www.facebook.com/77249349077/posts/10159385078604078"
"Scottish National Party (SNP)","theSNP","2021-04-06 19:20:34 CEST","👉 Scotland didn’t vote for Boris Johnson’s Tories. 👉 Scotland didn’t vote for Brexit. 👉 Scotland didn’t vote for austerity. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland’s future must be Scotland’s choice. And nobody else’s. 🗳 Watch our new PPB - and make it #BothVotesSNP on May 6 to put Scotland’s future in Scotland’s hands.",3067,1560,2400,"https://www.facebook.com/77249349077/posts/1414501675565181"
"Scottish National Party (SNP)","theSNP","2021-04-06 18:55:49 CEST","👉 Scotland didn’t vote for Boris Johnson’s Tories. 👉 Scotland didn’t vote for Brexit. 👉 Scotland didn’t vote for austerity. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland’s future must be Scotland’s choice. And nobody else’s. 🗳 Watch our new PPB - and make it #BothVotesSNP on May 6 to put Scotland’s future in Scotland’s hands.",1113,668,186,"https://www.facebook.com/77249349077/posts/10159383212174078"
"Scottish National Party (SNP)","theSNP","2021-04-06 16:08:09 CEST","📣 Fiona Hyslop: ""Scotland faces a choice of two futures. While the Westminster government continues to pursue all the wrong priorities, Scotland can take a very different approach."" 🏴󠁧󠁢󠁳󠁣󠁴󠁿 On May 6, make it #BothVotesSNP for #indyref2.",1457,910,197,"https://www.facebook.com/77249349077/posts/10159382866459078"
"Scottish National Party (SNP)","theSNP","2021-04-06 15:06:07 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Over 2,577,816 people in Scotland have now been vaccinated with the first dose. 💉 That's over half of Scotland's adult population - including virtually all over 60-s, and 92% of 55-59 year olds. ✅ We're well on track to reach all JCVI priority groups by mid April.",707,580,84,"https://www.facebook.com/77249349077/posts/10159382768189078"
"Scottish National Party (SNP)","theSNP","2021-04-06 12:20:57 CEST","💛 Unpaid carers make an immense contribution to our society. 👇 To recognise that, the SNP Scottish Government will make another double payment this year of Carers Allowance Supplement, before replacing the Carers Allowance with an improved Carers Assistance Payment. #BothVotesSNP",1230,638,410,"https://www.facebook.com/77249349077/posts/10159382517639078"
"Scottish National Party (SNP)","theSNP","2021-04-06 11:20:36 CEST","📫 Today’s the final day you can apply for a postal vote. It’s too late to post, but you can deliver your application to your local electoral registration office by 5pm today. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 And on May 6, make it #BothVotesSNP to put Scotland’s recovery in Scotland’s hands - not Boris Johnson’s.",242,225,176,"https://www.facebook.com/77249349077/posts/10159382436269078"
"Scottish National Party (SNP)","theSNP","2021-04-05 17:36:48 CEST","Let's put Scotland's recovery in Scotland's hands, not Boris Johnson's. 💛 National Care Service 🧒 Doubling the Scottish Child Payment 🏥 Biggest NHS pay rise in history of devolution 🏘️ 100,000 more affordable homes 🚆 ScotRail in public hands On May 6, make it #BothVotesSNP.",1564,647,425,"https://www.facebook.com/77249349077/posts/10159380826914078"
"Scottish National Party (SNP)","theSNP","2021-04-05 15:53:46 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The SNP Scottish Government’s Scottish Child Payment has been hailed as a “game-changer” in tackling child poverty. 💷 If re-elected, we will double the Scottish Child Payment to £20 per week, per child. 🗳️ Let’s keep #DeliveringforScotland - on May 6, make it #BothVotesSNP",1243,814,287,"https://www.facebook.com/77249349077/posts/10159380644219078"
"Scottish National Party (SNP)","theSNP","2021-04-05 13:02:02 CEST","🤝 Victim's rights must be at the very heart of Scotland's justice system. 📣 Humza Yousaf has announced that, if re-elected, the SNP will pass a new law creating a Victims' Commissioner for Scotland. 🗳️ Make it #BothVotesSNP on May 6 for a safer Scotland.",904,389,142,"https://www.facebook.com/77249349077/posts/10159380358714078"
"Scottish National Party (SNP)","theSNP","2021-04-05 12:30:52 CEST","📣 WATCH: Humza Yousaf is making a virtual speech on the campaign trail for #SP21. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Under the SNP, Scotland has become a safer place to live. If re-elected, we'll reform how children and young people in our justice system are treated. 🗳 Make it #BothVotesSNP on May 6.",1235,682,397,"https://www.facebook.com/77249349077/posts/280555663686170"
"Scottish National Party (SNP)","theSNP","2021-04-05 12:07:50 CEST","📣 WATCH: Humza Yousaf is making a virtual speech on the campaign trail for #SP21. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Under the SNP, Scotland has become a safer place to live. If re-elected, we'll reform how children and young people in our justice system are treated. 🗳 Make it #BothVotesSNP on May 6.",359,182,46,"https://www.facebook.com/77249349077/posts/10159380267224078"
"Scottish National Party (SNP)","theSNP","2021-04-04 13:51:03 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nicola Sturgeon: ""We are now more than 20 years on from the establishment of Holyrood, and from the vantage point of two decades further down the road we can see how much better off Scotland is for having its own Parliament."" #BothVotesSNP",2355,1242,336,"https://www.facebook.com/77249349077/posts/10159377754129078"
"Scottish National Party (SNP)","theSNP","2021-04-04 10:55:30 CEST","🐣 Wishing everyone a Happy Easter",3251,915,287,"https://www.facebook.com/77249349077/posts/10159377534834078"
"Scottish National Party (SNP)","theSNP","2021-04-03 13:02:09 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland can and should be the best place in the world for children to grow up - and we're determined to make that a reality. 👇 If re-elected, the SNP will invest £60m in our Outdoor Community Play Fund so that every single play park in Scotland is renewed. #BothVotesSNP",1967,1140,475,"https://www.facebook.com/77249349077/posts/10159375119574078"
"Scottish National Party (SNP)","theSNP","2021-04-02 21:38:12 CEST","We’re committed to improving the life chances of women. 🙋‍♀️ Ending Period Poverty 👩‍⚕️ National Care Service 🌍 A world-leading Domestic Abuse Act 👶 Free childcare, before and after school, all year round On May 6, make it #BothVotesSNP so we can keep delivering for Scotland.",925,506,564,"https://www.facebook.com/77249349077/posts/10159373630984078"
"Scottish National Party (SNP)","theSNP","2021-04-02 15:04:43 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 We’ll never stop working to make Scotland a more equal and safer society for women. 🙋‍♀️ If re-elected, we’ll invest £100 million funding for the Scottish Government’s Equally Safe programme - supporting frontline services and focusing on prevention of violence against women and girls.",1132,799,259,"https://www.facebook.com/77249349077/posts/10159372793854078"
"Scottish National Party (SNP)","theSNP","2021-04-02 14:38:01 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Let's put Scotland's recovery in Scotland's hands - not Boris Johnson's. 📮 Voting by post is the safest way. Only 4 days left to apply! 1️⃣ Register to vote: http://registertovote.scot 2️⃣ Apply for a postal vote: http://snp.org/postal-vote:=:https://www.snp.org/postal-vote/ 3️⃣ Spread the word. 4️⃣ Make it #BothVotesSNP.",469,568,112,"https://www.facebook.com/77249349077/posts/10159372749614078"
"Scottish National Party (SNP)","theSNP","2021-04-01 19:33:00 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 We’re delivering free prescriptions, free personal care and more - while keeping council tax bills low. 🔎 The Tories are imposing an average 4.3% council tax hike in England - we’ve frozen council tax across Scotland. 🗳 Make it #BothVotesSNP to keep delivering progress.",1840,1126,807,"https://www.facebook.com/77249349077/posts/10159370666114078"
"Scottish National Party (SNP)","theSNP","2021-04-01 16:28:08 CEST","🇪🇺 Labour have signed up to Boris Johnson’s hard Brexit and helped to drag Scotland out of the EU. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 The SNP is the only party fighting for Scotland's place in Europe. 🗳 By May 6, make it #BothVotesSNP to put Scotland’s future in Scotland’s hands.",2275,1188,414,"https://www.facebook.com/77249349077/posts/10159370387314078"
"Scottish National Party (SNP)","theSNP","2021-04-01 14:03:50 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The power to shape Scotland's future is in your hands. 📮 The safest way to use it is voting by post. Only 5 days left to apply! 1️⃣ Register to vote: http://registertovote.scot 2️⃣ Apply for a postal vote: http://snp.org/postal-vote:=:https://www.snp.org/postal-vote/ 3️⃣ Share with 5 friends and family 4️⃣ Make it #BothVotesSNP",244,259,38,"https://www.facebook.com/77249349077/posts/10159370159469078"
"Scottish National Party (SNP)","theSNP","2021-04-01 13:10:48 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 From free medicine to free education, taxpayers in Scotland get the best deal anywhere in the UK. 💊 We abolished prescription charges - which have now been increased to £9.35 south of the border. 🗳️ By May 6 make it #BothVotesSNP for a stronger NHS and a fairer Scotland.",2963,1485,1525,"https://www.facebook.com/77249349077/posts/10159370093539078"
"Scottish National Party (SNP)","theSNP","2021-03-31 23:29:24 CEST","📺 Watch Jenny Gilruth MSP, the SNP candidate for Mid Fife and Glenrothes, live on tonight's #bbcdn panel. ⏰ Tune in on the BBC Scotland channel or watch online from 10:30pm: https://bbc.co.uk/iplayer/live/bbcscotland:=:https://www.bbc.co.uk/iplayer/live/bbcscotland #BothVotesSNP",582,769,24,"https://www.facebook.com/77249349077/posts/10159368997819078"
"Scottish National Party (SNP)","theSNP","2021-03-31 17:23:40 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The SNP’s #SP21 campaign has begun. 🚌 Nicola Sturgeon will tour Scotland virtually, holding digital town hall meetings from Stranraer to Shetland. 🗳 These times call for serious leadership - make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister on May 6.",2671,1407,961,"https://www.facebook.com/77249349077/posts/10159368355729078"
"Scottish National Party (SNP)","theSNP","2021-03-31 12:48:48 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nicola Sturgeon: “I’ve done my best, every day, to lead us through the pandemic. In asking you to re-elect me and the SNP, I offer you this.” 👇 Watch Nicola Sturgeon outline just some of the transformative policies a re-elected SNP Government will deliver.",1488,904,223,"https://www.facebook.com/77249349077/posts/10159367960834078"
"Scottish National Party (SNP)","theSNP","2021-03-31 00:01:59 CEST","📣 Nicola Sturgeon: ""We've just made an offer to NHS staff of a 4% pay increase, compared to the 1% insult that's been offered by the Tory Government."" 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Who should decide our country's future, the people of Scotland or Boris Johnson's Tories? 🗳 Make it #BothVotesSNP on May 6",3845,1915,1322,"https://www.facebook.com/77249349077/posts/10159367020974078"
"Scottish National Party (SNP)","theSNP","2021-03-30 23:29:58 CEST","🌍 Scotland leads the world on climate action, and the SNP have a bold plan. ⚡️ Net Zero by 2045 🌊 Investing in renewables 🌲 22 million trees planted a year 🚆 Nationalising and decarbonising our railways 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #BothVotesSNP for a greener Scotland.",1591,480,412,"https://www.facebook.com/77249349077/posts/10159366968549078"
"Scottish National Party (SNP)","theSNP","2021-03-30 21:18:54 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Nicola Sturgeon: “I’ve done my best, every day, to lead us through the pandemic. In asking you to re-elect me and the SNP, I offer you this.” 👇 Watch Nicola Sturgeon outline just some of the transformative policies a re-elected SNP Government will deliver. #bbcleadersdebate",1133,823,687,"https://www.facebook.com/77249349077/posts/10159366695739078"
"Scottish National Party (SNP)","theSNP","2021-03-30 20:45:11 CEST","📺 Watch Nicola Sturgeon at the first #SP21 live leaders' debate, as she sets out our positive vision for Scotland's future in Scotland's hands. ⏰ Tune in from 7:50pm: https://bbc.co.uk/iplayer/live/bbcscotland:=:https://www.bbc.co.uk/iplayer/live/bbcscotland #BothVotesSNP #BBCLeadersDebate",971,452,48,"https://www.facebook.com/77249349077/posts/10159366632759078"
"Scottish National Party (SNP)","theSNP","2021-03-30 18:11:46 CEST","📣 Nicola Sturgeon: ""This election is about who gets to decide Scotland’s future."" 🇬🇧 Do we accept more austerity, power grabs and more nuclear weapons with Boris Johnson? 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Or a fairer, greener, stronger recovery in Scotland's hands? 🗳️ On May 6, make it #BothVotesSNP.",1745,1350,219,"https://www.facebook.com/77249349077/posts/10159366351719078"
"Scottish National Party (SNP)","theSNP","2021-03-29 21:23:00 CEST","💛 Bold, progressive policies to build a fairer country. 👏 Re-elect Nicola Sturgeon as First Minister. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Scotland's recovery in Scotland's hands - not Boris Johnson's. For all these reasons and more, make it #BothVotesSNP on May 6. Pass it on 👇",1469,1278,446,"https://www.facebook.com/77249349077/posts/10159364661834078"
"Scottish National Party (SNP)","theSNP","2021-03-29 20:06:27 CEST","👇 It’s our national mission to eradicate the scandal of child poverty - if re-elected we’ll double the game-changing Scottish Child Payment. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Over 400,000 children in Scotland will benefit from the expansion & we’ll move one step closer to ending child poverty. #BothVotesSNP",828,598,204,"https://www.facebook.com/77249349077/posts/10159364534809078"
"Scottish National Party (SNP)","theSNP","2021-03-29 17:03:47 CEST","📢 The SNP will scrap the council tax for everyone under 22. 🏡 For a young person living alone in a Band B property that will mean an annual saving of around £750. 🗳️ By May 6 make it #BothVotesSNP to put Scotland’s recovery in Scotland’s hands, not Boris Johnson’s.",2460,1865,637,"https://www.facebook.com/77249349077/posts/10159364130929078"
"Scottish National Party (SNP)","theSNP","2021-03-29 16:02:23 CEST","🏘 96,750 affordable homes 👶 Expanded free childcare 🧑‍⚕️ More doctors and nurses 🏥 Record high NHS funding 🤝 Fairer income tax system 🔎 And more: http://snp.org/record:=:https://www.snp.org/record/ On May 6, #BothVotesSNP to keep delivering progress and put Scotland's recovery in Scotland's hands.",609,294,316,"https://www.facebook.com/77249349077/posts/10159364051664078"
"Scottish National Party (SNP)","theSNP","2021-03-29 13:00:16 CEST","🖐️ The power to shape Scotland's future is in all of our hands. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 We can build a better, fairer, greener, independent country - and it's within closer reach than ever before. 🗳️ On May 6, vote for #TeamSNP to secure Scotland's right to choose. #BothVotesSNP",1110,518,1097,"https://www.facebook.com/77249349077/posts/1520088468186506"
"Scottish National Party (SNP)","theSNP","2021-03-29 12:25:19 CEST","🖐️ The power to shape Scotland's future is in all of our hands. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 We can build a better, fairer, greener, independent country - and it's within closer reach than ever before. 🗳️ On May 6, vote for #TeamSNP to secure Scotland's right to choose. #BothVotesSNP",448,236,47,"https://www.facebook.com/77249349077/posts/10159363767749078"
"Scottish National Party (SNP)","theSNP","2021-03-29 12:20:11 CEST","👶 The SNP’s Scottish Child Payment has been called “game-changing” by leading charities in the fight to eliminate child poverty. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 It will be our national mission to eliminate child poverty in Scotland, so if re-elected we’re planning to double the Child Payment - benefiting over 400,000 children in Scotland. #BothVotesSNP",1767,1015,572,"https://www.facebook.com/77249349077/posts/10159363761849078"
"Scottish National Party (SNP)","theSNP","2021-03-29 12:00:56 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Ending child poverty will be the national mission of a re-elected SNP government. 📺 Watch Nicola Sturgeon’s address to #SNP21, setting out our plans to double the ‘game-changing’ Scottish Child Payment and bring thousands more children out of poverty. #BothVotesSNP 🗳 On May 6, #BothVotesSNP to put Scotland’s recovery in Scotland’s hands.",994,1283,821,"https://www.facebook.com/77249349077/posts/152355426771618"
"Scottish National Party (SNP)","theSNP","2021-03-29 11:31:55 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Ending child poverty will be the national mission of a re-elected SNP government. 📺 Watch Nicola Sturgeon’s address to #SNP21, setting out our plans to double the ‘game-changing’ Scottish Child Payment and bring thousands more children out of poverty. #BothVotesSNP 🗳 On May 6, #BothVotesSNP to put Scotland’s recovery in Scotland’s hands.",721,389,144,"https://www.facebook.com/77249349077/posts/10159363708829078"
"Scottish National Party (SNP)","theSNP","2021-03-28 17:26:49 CEST","🏘 On top of the 96,750 affordable homes already delivered under the SNP, we will deliver 100,000 more. 🏗 This will include at least 70% for social rent and support up to 14,000 jobs a year. 🗳 On May 6, make it #BothVotesSNP for a better, fairer recovery for Scotland.",869,620,239,"https://www.facebook.com/77249349077/posts/10159362070179078"
"Scottish National Party (SNP)","theSNP","2021-03-28 16:00:08 CEST","What future do we choose? 🎓 Free tuition ✋ Votes at 16 💻 Laptop or tablet for every school child 🌍 World-leading climate action or: ❌ Tory governments we don't vote for ❌ Boris Johnson's Brexit Britain ❌ Austerity cuts 🗳 On May 6, make it #BothVotesSNP for #indyref2.",1054,424,507,"https://www.facebook.com/77249349077/posts/236178614897683"
"Scottish National Party (SNP)","theSNP","2021-03-28 15:28:43 CEST","What future do we choose? 🎓 Free tuition ✋ Votes at 16 💻 Laptop or tablet for every school child 🌍 World-leading climate action or: ❌ Tory governments we don't vote for ❌ Boris Johnson's Brexit Britain ❌ Austerity cuts 🗳 On May 6, make it #BothVotesSNP for #indyref2.",340,113,49,"https://www.facebook.com/77249349077/posts/10159361821904078"
"Scottish National Party (SNP)","theSNP","2021-03-28 14:11:53 CEST","🏡 Everyone in Scotland deserves a safe, secure and warm home to live and grow up in. The SNP Scottish Government has already delivered over 96,750 new homes. 💪 If re-elected we're committed to delivering 100,000 more, with 70,000 of them being for social rent. #BothVotesSNP #SNP21",1351,737,206,"https://www.facebook.com/77249349077/posts/10159361680429078"
"Scottish National Party (SNP)","theSNP","2021-03-28 14:00:25 CEST","🏡 100,000 new affordable homes 📲 £20 million Rural Entrepreneur Fund 💻 £100 million Digital Boost scheme boost 💷 £50m Women’s Business Centre 📺 Watch Kate Forbes SNP set out our progressive vision for Scotland's post-Covid recovery. 🗳 Make it #BothVotesSNP on May 6. #SNP21",966,437,425,"https://www.facebook.com/77249349077/posts/432116341414386"
"Scottish National Party (SNP)","theSNP","2021-03-28 13:33:57 CEST","🏡 100,000 new affordable homes 📲 £20 million Rural Entrepreneur Fund 💻 £100 million Digital Boost scheme boost 💷 £50m Women’s Business Centre 📺 Watch Kate Forbes SNP set out our progressive vision for Scotland's post-Covid recovery. 🗳 Make it #BothVotesSNP on May 6. #SNP21",609,279,71,"https://www.facebook.com/77249349077/posts/10159361631329078"
"Scottish National Party (SNP)","theSNP","2021-03-28 13:00:08 CEST","📣 Independence has never been closer, and we can't risk the work of the generations that got us here. This election is about Scotland’s future, Scotland’s choice. 📺 Watch Keith Brown’s speech at the #SNP21 campaign launch. 🗳 On May 6, make it #BothVotesSNP for #indyref2.",1155,747,398,"https://www.facebook.com/77249349077/posts/194416248852380"
"Scottish National Party (SNP)","theSNP","2021-03-28 12:24:39 CEST","💻 Every school child in Scotland will be given a brand new computer under an SNP government, helping to give them the best start in life. 🗳 Make it #BothVotesSNP so we can end the digital divide and open the digital world to every child in Scotland. #SNP21",2378,1316,1401,"https://www.facebook.com/77249349077/posts/10159361545594078"
"Scottish National Party (SNP)","theSNP","2021-03-28 12:24:23 CEST","📣 Independence has never been closer, and we can't risk the work of the generations that got us here. This election is about Scotland’s future, Scotland’s choice. 📺 Watch Keith Brown’s speech at the #SNP21 campaign launch. 🗳 On May 6, make it #BothVotesSNP for #indyref2.",451,121,64,"https://www.facebook.com/77249349077/posts/10159361545284078"
"Scottish National Party (SNP)","theSNP","2021-03-28 12:05:58 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Bold announcements to end Scotland’s digital divide, supporting teachers and pupils, and tackling inequality - we're launching a campaign to deliver for Scotland. 📺 Watch John Swinney SNP’s speech at #SNP21. 🗳️ On May 6, make it #BothVotesSNP.",750,275,207,"https://www.facebook.com/77249349077/posts/10159361516789078"
