"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish Conservatives","ScottishConservatives","2021-05-06 09:31:00 CEST","To stop indyref2 and get all of the focus on rebuilding Scotland, use your peach-coloured party list ballot paper for the biggest opposition party, the Scottish Conservatives.",710,43,36,"https://www.facebook.com/136308776480/posts/10157941176986481"
"Scottish Conservatives","ScottishConservatives","2021-05-06 08:59:00 CEST","10 polls in the last week show that only we can stop the SNP - and only with YOUR help. If pro-UK voters lend their peach party ballots to the Scottish Conservatives, even just this one time, we can stop an SNP majority and stop indyref2. It's the only way to be sure.",283,49,10,"https://www.facebook.com/136308776480/posts/10157941192736481"
"Scottish Conservatives","ScottishConservatives","2021-05-06 08:35:00 CEST","If the pro-UK vote sticks together, we can stop the SNP's push for indyref2. All the opinion polls say it can be done. But the ONLY WAY to be sure of stopping the SNP is by using your peach party list vote for the Scottish Conservatives.",253,16,12,"https://www.facebook.com/136308776480/posts/10157941156316481"
"Scottish Conservatives","ScottishConservatives","2021-05-06 08:06:00 CEST","Use YOUR peach party list vote for the Scottish Conservatives today and we can stop an SNP majority and stop them wrecking Scotland's recovery.",386,36,52,"https://www.facebook.com/136308776480/posts/10157941140746481"
"Scottish Conservatives","ScottishConservatives","2021-05-06 07:31:00 CEST","Read this urgent message from Ruth Davidson before you vote today. Give the Scottish Conservatives your peach ballot to guarantee that we stop an SNP majority and stop indyref2.",651,58,38,"https://www.facebook.com/136308776480/posts/10157941133751481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 23:53:13 CEST","The biggest tactical vote you can cast in this election is a peach party list vote for the Scottish Conservatives. All the evidence from poll after poll shows it's the only way to be sure of stopping an SNP majority and stopping Sturgeon from pushing to rip us out of the UK. #PeachVoteTory",1507,423,247,"https://www.facebook.com/136308776480/posts/10157940949561481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 23:33:14 CEST","Ruth Davidson: ""The house paper of Scottish Labour advocating hand-in-glove working with the nationalists, and backing indyref2 on their front page. ""Actually want Scotland to focus on recovery not referendum? It HAS to be Scottish Conservatives."" #PeachVoteTory",175,180,31,"https://www.facebook.com/136308776480/posts/10157940908866481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 23:00:58 CEST","#PeachVoteTory is the only way to stop an SNP majority and get all of the focus on Scotland's recovery.",674,30,55,"https://www.facebook.com/136308776480/posts/10157940864166481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 22:33:25 CEST","If the pro-UK vote sticks together, we can stop an SNP majority. All the opinion polls say it can be done. But if the pro-UK vote splits, with votes going to smaller parties, then the SNP will win a majority. #PeachVoteTory and let's stop them together.",267,23,64,"https://www.facebook.com/136308776480/posts/10157940818546481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 21:40:06 CEST","This election is on a knife-edge and so much is at stake. Give the Scottish Conservatives your vote on the peach ballot paper tomorrow and we'll stop an SNP majority, just like in 2016. #PeachVoteTory",986,189,80,"https://www.facebook.com/136308776480/posts/10157940731761481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 20:31:42 CEST","#PeachVoteTory to stop an SNP majority and their push for another referendum - it's the only way 👇",522,67,44,"https://www.facebook.com/136308776480/posts/10157940617361481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 19:23:49 CEST","Today's polls show momentum is with the Scottish Conservatives. There is still a very real risk of an SNP majority - but we only need a few more pro-UK voters to lend us their party list votes on the peach ballot to stop the SNP and their plan for indyref2.",685,105,41,"https://www.facebook.com/136308776480/posts/10157940495326481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 18:11:45 CEST","Read this open letter from Ruth Davidson to all pro-UK voters 👇 ""We’re only going to get one shot at this. Make your vote count towards securing Scotland’s recovery. Make it Scottish Conservative with your peach party list vote.""",695,110,34,"https://www.facebook.com/136308776480/posts/10157940349396481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 17:20:46 CEST","Former Labour MP, Tom Harris, is using his peach party list vote for the Scottish Conservatives. It’s the ONLY way to stop an SNP majority and their drive for indyref2. Let's unite the pro-UK vote and stop them, together. #PeachVoteTory",544,51,51,"https://www.facebook.com/136308776480/posts/10157940246886481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 16:33:43 CEST","Using your peach party list vote for the Scottish Conservatives is the tried and tested way to stop an SNP majority. It worked in 2016 and if voters unite to make the anti-referendum, pro-UK majority vote count, it will work again tomorrow. #PeachVoteTory",502,39,29,"https://www.facebook.com/136308776480/posts/10157940145951481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 15:16:33 CEST","Final day on the campaign trail before polling day. Tomorrow, use your peach party list vote for the Scottish Conservatives to stop an SNP majority, stop their plans for another referendum and get all of the focus on to rebuilding Scotland. #PeachVoteTory",593,133,17,"https://www.facebook.com/136308776480/posts/10157939977861481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 13:11:48 CEST","We're facing a choice between two stark futures - the SNP pushing for indyref2 or Scotland getting on the road to recovery. If the pro-UK vote sticks together and uses their peach party list votes for the Scottish Conservatives, we can stop an SNP majority and stop their drive for indyref2. #PeachVoteTory",479,75,63,"https://www.facebook.com/136308776480/posts/10157939716826481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 12:23:28 CEST","Every single poll over the last week - all 10 - show the Scottish Conservatives are the only party who can stop an SNP majority. It worked in 2016 and if pro-UK voters unite and lend their peach ballots to the Scottish Conservatives, it will work again tomorrow. #PeachVoteTory",359,17,21,"https://www.facebook.com/136308776480/posts/10157939653621481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 11:38:21 CEST","Tomorrow, make sure your vote counts. Use your peach party list vote for the strongest pro-UK party, the Scottish Conservatives, and let's stop the SNP together. This is our chance. Let's take it. #PeachVoteTory",244,7,13,"https://www.facebook.com/136308776480/posts/10157939586121481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 10:15:59 CEST","There is only one way to stop an SNP majority and indyref2 – use your peach party list vote for the Scottish Conservatives. Using it for any other party will split the pro-UK vote, help to elect more nationalists and wreck Scotland's recovery. #PeachVoteTory https://www.telegraph.co.uk/politics/2021/05/05/dont-split-pro-uk-voteruth-davidson-urges-scottish-unionists/",609,54,31,"https://www.facebook.com/136308776480/posts/10157939483681481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 08:41:59 CEST","#PeachVoteTory to stop an SNP majority and their push for another referendum – it’s as simple as that.",510,62,43,"https://www.facebook.com/136308776480/posts/10157939387296481"
"Scottish Conservatives","ScottishConservatives","2021-05-05 01:14:12 CEST","Worst polling for the SNP in more than 18 months - and the Scottish Conservative vote UP. Only we can stop them getting a majority - and it will only work if pro-UK voters lend us their peach party ballots. Link>>> https://www.scotsman.com/news/politics/worst-polling-for-snp-since-october-2019-ahead-of-election-day-3224558",698,270,53,"https://www.facebook.com/136308776480/posts/10157938830866481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 23:28:26 CEST","Eight polls in the last week have demonstrated that voting for the biggest opposition party, the Scottish Conservatives, is the ONLY way to stop an SNP majority. This Thursday, make it #PeachVoteTory and together we can deliver a Parliament 100% focused on rebuilding Scotland.",345,53,17,"https://www.facebook.com/136308776480/posts/10157938677586481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 20:24:26 CEST","Eight polls in the last week show that we can only get the Scottish Parliament 100% focused on Scotland’s recovery if pro-UK voters come together and lend their peach party votes to the Scottish Conservatives. #PeachVoteTory this Thursday to stop an SNP majority - it's the only way.",290,45,18,"https://www.facebook.com/136308776480/posts/10157938365676481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 18:45:54 CEST","Poll after poll confirms that Labour won't stop an SNP majority. Not one single poll says they can do it. We can only get the Scottish Parliament 100% focussed on Scotland’s recovery if pro-UK voters come together and lend their peach party votes to the Scottish Conservatives.",235,51,11,"https://www.facebook.com/136308776480/posts/10157938127226481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 17:32:19 CEST","There is only one way to stop an SNP majority and get the Scottish Parliament 100% focused on rebuilding Scotland - vote Scottish Conservatives on your peach ballot paper this Thursday👇 #PeachVoteTory",651,82,54,"https://www.facebook.com/136308776480/posts/10157938019556481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 15:31:05 CEST","It is vital for the whole United Kingdom that we continue to stick together and finish the job of getting through this health crisis. Use your peach party list vote for the Scottish Conservatives and together we can rebuild our economy and a better country for future generations.",1375,321,131,"https://www.facebook.com/136308776480/posts/10157937762976481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 12:47:02 CEST","BREAKING: another poll shows the Scottish Conservatives vote increasing with just 48 hours to go. If just a few more pro-UK voters lend their peach party list ballots to the Scottish Conservatives, we can stop an SNP majority and stop their push for indyref2. Here are the results 👇",680,288,91,"https://www.facebook.com/136308776480/posts/10157937492571481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 11:49:59 CEST","We've taken our message up and down the country speaking to tens of thousands of people all over Scotland over the last few weeks. This Thursday, make it #PeachVoteTory and together we can deliver a Scottish Parliament 100% focused on Scotland's recovery.",714,82,25,"https://www.facebook.com/136308776480/posts/10157937425181481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 10:38:45 CEST","Six polls this week show the Scottish Conservatives are the ONLY party who can stop an SNP majority and their push for indyref2. This Thursday, use your peach ballot paper for the Scottish Conservatives to make sure your vote counts. #PeachVoteTory",499,80,45,"https://www.facebook.com/136308776480/posts/10157937335701481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 09:29:12 CEST","Read Ruth Davidson's open letter to all pro-UK voters ahead of Thursday's election 👇",1138,209,128,"https://www.facebook.com/136308776480/posts/10157937255161481"
"Scottish Conservatives","ScottishConservatives","2021-05-04 08:26:15 CEST","We need to be 100% focused on recovery and nothing else. Peach party vote for the Scottish Conservatives to stop another referendum – it’s as simple as that. #PeachVoteTory",634,59,45,"https://www.facebook.com/136308776480/posts/10157937201056481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 23:04:31 CEST","Professor John Curtice: ""No less than 15% of those backing Labour on the constituency ballot are supporting the Conservatives on the list."" #PeachVoteTory - the ONLY party with the strength to stop the SNP and secure our recovery. https://www.bbc.com/news/uk-scotland-scotland-politics-56969880.amp",286,50,11,"https://www.facebook.com/136308776480/posts/10157936394836481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 21:04:01 CEST","A rainy day on the campaign trail but that didn't stop us 👇 #PeachVoteTory this Thursday to stop an SNP majority and ensure the next Scottish Parliament is 100% focused on rebuilding Scotland.",1063,109,40,"https://www.facebook.com/136308776480/posts/10157936133906481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 19:18:35 CEST","The SNP's record in government is a disaster 👇 On every key issue, they’ve overpromised and woefully underdelivered. #PeachVoteTory this Thursday to stop them taking their eye off the ball and get our Parliament focused on what matters",663,263,104,"https://www.facebook.com/136308776480/posts/10157935831426481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 17:00:24 CEST","If you want to prevent an SNP majority and stop indyref2, then a peach ballot for Labour is a wasted vote - 20 polls in the last few months confirm that. There is only one way to guarantee that the SNP don’t get another referendum - #PeachVoteTory.",308,101,45,"https://www.facebook.com/136308776480/posts/10157935569846481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 15:52:15 CEST","This is beyond irresponsible. When we should be entirely focused on rebuilding and recovery, Sturgeon will plunge us into chaos and uncertainty. #PeachVoteTory this Thursday to stop an SNP majority and stop indyref2 wrecking our recovery.",219,171,32,"https://www.facebook.com/136308776480/posts/10157935452981481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 13:53:07 CEST","A second independence referendum would needlessly divide our country and at the worst possible time. To avoid risking our shared goal of recovery, use your peach party vote for the Scottish Conservatives, and together as one United Kingdom, we can move onto the task of rebuilding.",758,110,61,"https://www.facebook.com/136308776480/posts/10157935249821481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 11:45:37 CEST","Recent polls show the clear threat of an SNP majority that would wreck Scotland’s recovery. This Thursday, if pro-UK voters come together and use their peach ballots for the Scottish Conservatives, we can deny the SNP that majority, stop indyref2 and save our recovery. #PeachVoteTory",335,94,36,"https://www.facebook.com/136308776480/posts/10157935091066481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 09:08:23 CEST","📣 Rishi Sunak on how to stop the SNP wrecking our recovery - #PeachVoteTory 👇",643,90,50,"https://www.facebook.com/136308776480/posts/10157934920456481"
"Scottish Conservatives","ScottishConservatives","2021-05-02 20:01:36 CEST","Fantastic last weekend on the campaign trail. On Thursday, if pro-UK voters come together and use their peach ballots for the Scottish Conservatives, we can get all of the focus back to where it belongs - rebuilding Scotland. #PeachVoteTory",807,119,20,"https://www.facebook.com/136308776480/posts/10157933770196481"
"Scottish Conservatives","ScottishConservatives","2021-05-02 18:16:15 CEST","The threat has never been more real. If Sturgeon secures a majority, she will hold indyref2 before Scotland’s recovery from Covid. If pro-UK voters lend the Scottish Conservatives their peach party vote, we can stop them, just like we did in 2016. #PeachVoteTory",214,85,28,"https://www.facebook.com/136308776480/posts/10157933565196481"
"Scottish Conservatives","ScottishConservatives","2021-05-02 16:08:35 CEST","We have FOUR DAYS left to stop an SNP majority and another referendum. Use your peach party vote for the Scottish Conservatives and together we can rebuild Scotland. #PeachVoteTory",935,121,64,"https://www.facebook.com/136308776480/posts/10157933345031481"
"Scottish Conservatives","ScottishConservatives","2021-05-02 13:20:02 CEST","The evidence is clear - voting Scottish Conservative on your peach ballot is the only way to guarantee that we stop an SNP majority and stop indyref2. #PeachVoteTory",427,31,28,"https://www.facebook.com/136308776480/posts/10157933077351481"
"Scottish Conservatives","ScottishConservatives","2021-05-02 10:41:35 CEST","Poll after poll confirms that ONLY the Scottish Conservatives can stop an SNP majority and indyref2. If pro-UK voters unite and lend us their peach ballots, we can stop another referendum together. #PeachVoteTory https://www.thetimes.co.uk/article/snp-independence-hopes-knife-edge-scottish-holyrood-elections-3v8xpb3z5",799,156,33,"https://www.facebook.com/136308776480/posts/10157932905076481"
"Scottish Conservatives","ScottishConservatives","2021-05-02 08:43:11 CEST","The SNP started to ramp up their indyref2 push while Scotland was stuck in lockdown. #PeachVoteTory this Thursday to stop them from getting a majority and wrecking our recovery with another referendum.",326,84,52,"https://www.facebook.com/136308776480/posts/10157932756766481"
"Scottish Conservatives","ScottishConservatives","2021-05-01 20:31:02 CEST","You can't trust Labour to stop indyref2, their own candidates support it 👇 This Thursday, voting Scottish Conservative with your party list vote, on the peach ballot paper, is the ONLY way to stop another referendum. #PeachVoteTory",215,25,13,"https://www.facebook.com/136308776480/posts/10157931570436481"
"Scottish Conservatives","ScottishConservatives","2021-05-01 18:19:52 CEST","On Thursday, use your peach party vote for the Scottish Conservatives and let's show the nationalists and indyref2 the red card 👇📽️",413,85,24,"https://www.facebook.com/136308776480/posts/10157931286181481"
"Scottish Conservatives","ScottishConservatives","2021-05-01 16:12:36 CEST","Last weekend on the campaign trail ☀️ On Thursday use your peach party vote for the Scottish Conservatives and together let's stop an SNP majority, stop indyref2 and get the next Scottish Parliament 100% focussed on Scotland's recovery. #PeachVoteTory",737,80,26,"https://www.facebook.com/136308776480/posts/10157931053191481"
"Scottish Conservatives","ScottishConservatives","2021-05-01 15:21:31 CEST","This is our chance to show another referendum the red card. Use your peach party list vote for the Scottish Conservatives to take the SNP’s obsession off the pitch, and get all of the focus onto rebuilding Scotland. #PeachVoteTory",845,161,45,"https://www.facebook.com/136308776480/posts/10157930927731481"
"Scottish Conservatives","ScottishConservatives","2021-05-01 13:33:33 CEST","There is only one way to stop indyref2 and get all of the focus onto rebuilding Scotland – use your peach party list vote for the Scottish Conservatives. #PeachVoteTory",893,110,61,"https://www.facebook.com/136308776480/posts/10157930711241481"
"Scottish Conservatives","ScottishConservatives","2021-05-01 11:19:24 CEST","We have just FIVE DAYS left to stop an SNP majority, stop indref2 and deliver a Parliament 100% focused on Scotland's recovery. Use your peach party vote for the Scottish Conservatives - it's the only way. #PeachVoteTory",358,48,31,"https://www.facebook.com/136308776480/posts/10157930506241481"
"Scottish Conservatives","ScottishConservatives","2021-04-30 20:27:20 CEST","Pro-UK voters only have one shot to be sure of stopping another independence referendum. Use your peach party vote for the Scottish Conservatives to stop an SNP majority, stop indyref2 and get all of the focus onto rebuilding Scotland. #PeachVoteTory",849,107,38,"https://www.facebook.com/136308776480/posts/10157928993941481"
"Scottish Conservatives","ScottishConservatives","2021-04-30 18:06:42 CEST","Labour candidates don't oppose indyref2 and their leader won’t clarify his position on it. The only way to prevent an SNP majority and stop another referendum is to use your peach party list vote for the Scottish Conservatives. #PeachVoteTory",176,96,17,"https://www.facebook.com/136308776480/posts/10157928736296481"
"Scottish Conservatives","ScottishConservatives","2021-04-30 15:54:07 CEST","There is only one way to guarantee that we stop another referendum and get all of the focus onto rebuilding Scotland – by using your peach party list vote for the Scottish Conservatives. #PeachVoteTory",606,125,24,"https://www.facebook.com/136308776480/posts/10157928476756481"
"Scottish Conservatives","ScottishConservatives","2021-04-30 13:51:16 CEST","We can halt the SNP's push for another independence referendum in its tracks, just like we did in 2016. But only if every pro-UK voter makes their peach ballot count by using it for the biggest opposition party, the Scottish Conservatives. #PeachVoteTory",464,40,18,"https://www.facebook.com/136308776480/posts/10157928303131481"
"Scottish Conservatives","ScottishConservatives","2021-04-30 11:55:29 CEST","If the SNP win a majority next week, they will charge ahead with their plans to tear our country apart. We can't be complacent with so much at stake. The only way to stop them is to use your peach party vote for the Scottish Conservatives. #PeachVoteTory",481,67,36,"https://www.facebook.com/136308776480/posts/10157928166766481"
"Scottish Conservatives","ScottishConservatives","2021-04-30 10:44:13 CEST","Together, we can take the SNP's threat of another independence referendum off the table. Make this election a peach win for the pro-UK side by using your peach party vote for the Scottish Conservatives. It's the only way to be sure of keeping the United Kingdom together.",538,201,34,"https://www.facebook.com/136308776480/posts/10157928045231481"
"Scottish Conservatives","ScottishConservatives","2021-04-29 21:48:04 CEST","We have just SEVEN DAYS to save Scotland’s recovery by stopping an SNP majority and another referendum. The only way to be sure of stopping indyref2 is by using your party list vote on the peach ballot for the Scottish Conservatives.",421,94,29,"https://www.facebook.com/136308776480/posts/10157926482311481"
"Scottish Conservatives","ScottishConservatives","2021-04-29 17:53:16 CEST","This election is about one thing and one thing only - whether Scotland gets on the road to recovery. If the SNP win a majority they will wreck our recovery with another independence referendum. Use your peach party vote for the Scottish Conservatives to stop them. #PeachVoteTory",324,39,16,"https://www.facebook.com/136308776480/posts/10157926017111481"
"Scottish Conservatives","ScottishConservatives","2021-04-29 15:25:07 CEST","Labour does not have the strength to stop the SNP and block indyref2 👇 If you want to prevent an SNP majority, you must cast your party vote, on the peach coloured ballot paper, for the Scottish Conservatives - it’s the only way to stop them. #PeachVoteTory",366,44,11,"https://www.facebook.com/136308776480/posts/10157925733791481"
"Scottish Conservatives","ScottishConservatives","2021-04-29 12:48:35 CEST","Another poll shows that if pro-UK voters stick together and use their peach ballots for the Scottish Conservatives we can stop an SNP majority. On May 6, make it #PeachVoteTory, and together we can say no to indyref2 and save Scotland’s recovery.",552,74,32,"https://www.facebook.com/136308776480/posts/10157925526621481"
"Scottish Conservatives","ScottishConservatives","2021-04-29 11:05:11 CEST","The power is in the hands of pro-UK voters to stop an SNP majority and stop their plans for indyref2. Use your peach party vote for the Scottish Conservatives and we can stop the SNP from dividing our country all again. It worked in 2016 - it can work again in 2021. #PeachVoteTory",807,237,89,"https://www.facebook.com/136308776480/posts/10157925422476481"
"Scottish Conservatives","ScottishConservatives","2021-04-29 09:15:26 CEST","We have only seven days left to save Scotland’s recovery and stop another independence referendum. Use your peach party vote for the Scottish Conservatives to stop an SNP majority, stop indyref2 and keep Scotland on the road to recovery. #PeachVoteTory",468,127,36,"https://www.facebook.com/136308776480/posts/10157925299616481"
"Scottish Conservatives","ScottishConservatives","2021-04-28 20:20:29 CEST","The SNP have had 14 years in charge of Scotland’s schools and it has been a pitiful record of failure. Another referendum will always be their top priority, even over the education of Scotland's children. #PeachVoteTory",382,75,84,"https://www.facebook.com/136308776480/posts/10157924173091481"
"Scottish Conservatives","ScottishConservatives","2021-04-28 18:45:25 CEST","If pro-UK voters come together and use their peach party list votes for the Scottish Conservatives, we can stop an SNP majority and another referendum again, just like in 2016. #PeachVoteTory",640,101,42,"https://www.facebook.com/136308776480/posts/10157923986296481"
"Scottish Conservatives","ScottishConservatives","2021-04-28 15:57:17 CEST","This election is on a knife-edge and only the Scottish Conservatives can stop the SNP from getting a majority and stop indyref2. Use your peach party vote for the Scottish Conservatives and together let's stop them, just like we did in 2016.",544,248,49,"https://www.facebook.com/136308776480/posts/10157923660081481"
"Scottish Conservatives","ScottishConservatives","2021-04-28 13:45:00 CEST","The SNP’s plans for another referendum would smash Scotland’s fragile economic recovery into pieces. The choice facing voters is crystal clear – referendum or recovery. Use your peach party vote for the Scottish Conservatives to stop the SNP's reckless plan so we can rebuild Scotland.",631,162,41,"https://www.facebook.com/136308776480/posts/10157923444761481"
"Scottish Conservatives","ScottishConservatives","2021-04-28 10:57:25 CEST","The rain didn't stop us from delivering the Scottish Conservative message yesterday 🌧️ Use your peach party vote for the Scottish Conservatives and let's deny the SNP a majority and stop their reckless plans for indyref2, just like we did in 2016.",807,134,15,"https://www.facebook.com/136308776480/posts/10157923186231481"
"Scottish Conservatives","ScottishConservatives","2021-04-28 08:26:00 CEST","Labour are ‘sitting out’ if there should be another independence referendum. Watch 👇",128,69,10,"https://www.facebook.com/136308776480/posts/10157922958161481"
"Scottish Conservatives","ScottishConservatives","2021-04-27 22:46:54 CEST","The SNP are willing to wreck Scotland's recovery with another independence referendum. Use your peach party ballot paper for the Scottish Conservatives and together let's stop them, just like we did in 2016. #PeachVoteTory",535,284,54,"https://www.facebook.com/136308776480/posts/10157922102846481"
"Scottish Conservatives","ScottishConservatives","2021-04-27 19:21:50 CEST","14 years ago the SNP made this promise👇 It's the same old story with the SNP - they're great at making big promises but they’re appalling at actually delivering them.",395,186,94,"https://www.facebook.com/136308776480/posts/10157921745271481"
"Scottish Conservatives","ScottishConservatives","2021-04-27 14:55:24 CEST","If the SNP win a majority, they’ll wreck Scotland’s recovery with a reckless referendum. But if pro-UK voters use their peach party list votes for the Scottish Conservatives, we can reject indyref2 and get all of the focus back onto rebuilding Scotland.",798,223,70,"https://www.facebook.com/136308776480/posts/10157921290271481"
"Scottish Conservatives","ScottishConservatives","2021-04-27 12:22:52 CEST","It's time for rebuilding, not another referendum. Stop an SNP majority and stop them dividing our country all over again by using your peach party list vote for the Scottish Conservatives. #PeachVoteTory",1271,361,77,"https://www.facebook.com/136308776480/posts/10157921033951481"
